,MM1,MM2,MM3,BD1,BD2,BD3,EQ1,EQ2,EQ3,FX1,FX2,FX3,FI1,FI2,FI3
2026-01-09,0.247244094488189,0.1921259842519685,0.9181102362204724,0.050393700787401574,0.2173228346456693,0.03937007874015748,0.31968503937007875,0.6866141732283465,0.7700787401574803,0.5653543307086614,0.573228346456693,0.7480314960629921,0.6960629921259842,0.12440944881889764,0.3984251968503937
2026-01-12,0.23937007874015748,0.1858267716535433,0.9102362204724409,0.12755905511811025,0.1952755905511811,0.050393700787401574,0.2992125984251969,0.6834645669291338,0.7307086614173228,0.8220472440944881,0.6015748031496063,0.7464566929133858,0.6850393700787402,0.09606299212598425,0.6614173228346457
2026-01-13,0.23937007874015748,0.18110236220472442,0.9165354330708662,0.14015748031496064,0.1921259842519685,0.03464566929133858,0.16692913385826771,0.6740157480314961,0.6787401574803149,0.8866141732283465,0.6393700787401575,0.7543307086614173,0.7307086614173228,0.09921259842519685,0.7007874015748031
2026-01-14,0.2188976377952756,0.18425196850393702,0.9102362204724409,0.08976377952755905,0.19055118110236222,0.01732283464566929,0.34330708661417325,0.6661417322834645,0.6015748031496063,0.8944881889763779,0.662992125984252,0.75748031496063,0.768503937007874,0.12283464566929134,0.31338582677165355
2026-01-15,0.2188976377952756,0.15118110236220472,0.9007874015748032,0.16062992125984252,0.16220472440944883,0.004724409448818898,0.15118110236220472,0.6141732283464567,0.6125984251968504,0.7637795275590551,0.6850393700787402,0.7417322834645669,0.8078740157480315,0.11968503937007874,0.9086614173228347
2026-01-16,0.2188976377952756,0.15905511811023623,0.9007874015748032,0.14488188976377953,0.16850393700787403,0.015748031496062992,0.2866141732283465,0.37480314960629924,0.6031496062992125,0.11181102362204724,0.7291338582677165,0.7433070866141732,0.7464566929133858,0.10708661417322834,0.3700787401574803
2026-01-19,0.23937007874015748,0.14960629921259844,0.9102362204724409,0.06614173228346457,0.15118110236220472,0.015748031496062992,0.1921259842519685,0.3669291338582677,0.4645669291338583,0.7086614173228346,0.705511811023622,0.7354330708661417,0.8125984251968504,0.09291338582677165,0.9149606299212598
2026-01-20,0.23937007874015748,0.13700787401574804,0.9102362204724409,0.023622047244094488,0.13070866141732285,0.08818897637795275,0.7244094488188977,0.1921259842519685,0.462992125984252,0.4881889763779528,0.7039370078740157,0.7149606299212599,0.8267716535433071,0.2,0.031496062992125984
2026-01-21,0.23937007874015748,0.15433070866141732,0.9165354330708662,0.01889763779527559,0.14488188976377953,0.029921259842519685,0.37480314960629924,0.1984251968503937,0.47086614173228347,0.6897637795275591,0.721259842519685,0.7228346456692913,0.8173228346456692,0.17480314960629922,0.5874015748031496
2026-01-22,0.23937007874015748,0.16377952755905512,0.9165354330708662,0.04409448818897638,0.15748031496062992,0.007874015748031496,0.2929133858267717,0.16692913385826771,0.5118110236220472,0.2188976377952756,0.7307086614173228,0.705511811023622,0.7984251968503937,0.1826771653543307,0.5385826771653544
2026-01-23,0.23937007874015748,0.14960629921259844,0.9165354330708662,0.031496062992125984,0.14645669291338584,0.006299212598425197,0.31496062992125984,0.15118110236220472,0.521259842519685,0.2031496062992126,0.7275590551181103,0.6377952755905512,0.8236220472440945,0.2047244094488189,0.12598425196850394
2026-01-26,0.247244094488189,0.17165354330708663,0.925984251968504,0.04566929133858268,0.1700787401574803,0.0015748031496062992,0.815748031496063,0.2015748031496063,0.44881889763779526,0.33070866141732286,0.3606299212598425,0.6346456692913386,0.8110236220472441,0.22677165354330708,0.4
2026-01-27,0.247244094488189,0.16692913385826771,0.925984251968504,0.06299212598425197,0.17165354330708663,0.0031496062992125984,0.05354330708661417,0.30393700787401573,0.6141732283464567,0.007874015748031496,0.5889763779527559,0.5716535433070866,0.7874015748031497,0.30551181102362207,0.247244094488189
2026-01-28,0.2551181102362205,0.17795275590551182,0.9307086614173228,0.03937007874015748,0.18740157480314962,0.009448818897637795,0.13543307086614173,0.2755905511811024,0.6866141732283465,0.8125984251968504,0.5590551181102362,0.5653543307086614,0.7622047244094489,0.33858267716535434,0.9433070866141732
2026-01-29,0.27086614173228346,0.16535433070866143,0.9354330708661417,0.03622047244094488,0.17480314960629922,0.03307086614173228,0.2677165354330709,0.2188976377952756,0.7133858267716535,0.01889763779527559,0.7748031496062993,0.5496062992125984,0.8062992125984252,0.3417322834645669,0.4015748031496063
2026-01-30,0.27086614173228346,0.15275590551181104,0.9354330708661417,0.015748031496062992,0.15905511811023623,0.02047244094488189,0.5181102362204725,0.19055118110236222,0.5700787401574803,0.30551181102362207,0.7763779527559055,0.5385826771653544,0.8220472440944881,0.34960629921259845,0.6992125984251969
2026-02-02,0.28503937007874014,0.15590551181102363,0.9023622047244094,0.03622047244094488,0.16062992125984252,0.023622047244094488,0.9811023622047244,0.7039370078740157,0.6425196850393701,0.9165354330708662,0.7779527559055118,0.525984251968504,0.8047244094488188,0.3937007874015748,0.01732283464566929
2026-02-03,0.2992125984251969,0.14330708661417324,0.8299212598425196,0.014173228346456693,0.15275590551181104,0.012598425196850394,0.009448818897637795,0.7606299212598425,0.7732283464566929,0.9968503937007874,0.84251968503937,0.5023622047244094,0.84251968503937,0.6346456692913386,0.7606299212598425
